record_id,audio_id,speaker_hash,duration_seconds,duration_bucket,synthetic_time_of_day,speaker_gender,sample_rate,word_count,word_rate,has_transcript
librispeech_0038,librispeech_0038,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.84,medium,evening,unknown,16000,18,3.719,True
librispeech_0039,librispeech_0039,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.735,medium,night,unknown,16000,22,3.836,True
librispeech_0040,librispeech_0040,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,11.465,long,morning,unknown,16000,36,3.14,True
librispeech_0041,librispeech_0041,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.385,medium,afternoon,unknown,16000,12,3.545,True
librispeech_0042,librispeech_0042,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.855,long,evening,unknown,16000,23,2.928,True
librispeech_0043,librispeech_0043,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,2.88,short,night,unknown,16000,5,1.736,True
librispeech_0044,librispeech_0044,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.725,medium,morning,unknown,16000,11,2.953,True
librispeech_0045,librispeech_0045,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.625,medium,afternoon,unknown,16000,17,4.69,True
librispeech_0046,librispeech_0046,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.3,medium,evening,unknown,16000,11,3.333,True
librispeech_0047,librispeech_0047,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.09,medium,night,unknown,16000,12,3.883,True
librispeech_0048,librispeech_0048,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.415,medium,morning,unknown,16000,15,3.398,True
librispeech_0049,librispeech_0049,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.62,medium,afternoon,unknown,16000,18,3.896,True
librispeech_0050,librispeech_0050,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.04,medium,evening,unknown,16000,10,3.289,True
librispeech_0051,librispeech_0051,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,6.54,medium,night,unknown,16000,25,3.823,True
librispeech_0052,librispeech_0052,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.3,long,morning,unknown,16000,23,3.151,True
librispeech_0053,librispeech_0053,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,6.745,medium,afternoon,unknown,16000,25,3.706,True
librispeech_0054,librispeech_0054,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.85,medium,evening,unknown,16000,9,1.856,True
librispeech_0055,librispeech_0055,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.62,medium,night,unknown,16000,13,2.814,True
librispeech_0056,librispeech_0056,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.685,medium,morning,unknown,16000,13,2.775,True
librispeech_0057,librispeech_0057,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,10.05,long,afternoon,unknown,16000,31,3.085,True
librispeech_0058,librispeech_0058,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.31,medium,evening,unknown,16000,11,3.323,True
librispeech_0059,librispeech_0059,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,2.935,short,night,unknown,16000,10,3.407,True
librispeech_0060,librispeech_0060,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.285,medium,morning,unknown,16000,17,3.967,True
librispeech_0061,librispeech_0061,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,6.815,medium,afternoon,unknown,16000,24,3.522,True
librispeech_0062,librispeech_0062,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.515,medium,evening,unknown,16000,12,3.414,True
librispeech_0063,librispeech_0063,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.625,medium,night,unknown,16000,15,4.138,True
librispeech_0064,librispeech_0064,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.645,long,morning,unknown,16000,32,4.186,True
librispeech_0065,librispeech_0065,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,2.55,short,afternoon,unknown,16000,10,3.922,True
librispeech_0066,librispeech_0066,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.405,medium,evening,unknown,16000,11,2.497,True
librispeech_0067,librispeech_0067,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,8.69,long,night,unknown,16000,34,3.913,True
librispeech_0068,librispeech_0068,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.065,medium,morning,unknown,16000,15,2.962,True
librispeech_0069,librispeech_0069,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,12.16,long,afternoon,unknown,16000,35,2.878,True
librispeech_0070,librispeech_0070,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.45,medium,evening,unknown,16000,6,1.739,True
librispeech_0071,librispeech_0071,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.42,medium,night,unknown,16000,16,3.62,True
librispeech_0072,librispeech_0072,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.01,medium,morning,unknown,16000,13,4.319,True
librispeech_0073,librispeech_0073,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,15.505,long,afternoon,unknown,16000,51,3.289,True
librispeech_0074,librispeech_0074,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.04,long,evening,unknown,16000,27,3.835,True
librispeech_0075,librispeech_0075,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.095,medium,night,unknown,16000,15,2.944,True
librispeech_0076,librispeech_0076,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.7,long,morning,unknown,16000,25,3.247,True
librispeech_0077,librispeech_0077,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.215,medium,afternoon,unknown,16000,11,3.421,True
librispeech_0078,librispeech_0078,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,6.37,medium,evening,unknown,16000,16,2.512,True
librispeech_0079,librispeech_0079,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,2.745,short,night,unknown,16000,8,2.914,True
librispeech_0080,librispeech_0080,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.4,medium,morning,unknown,16000,15,3.409,True
librispeech_0081,librispeech_0081,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.385,medium,afternoon,unknown,16000,17,3.157,True
librispeech_0082,librispeech_0082,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.35,medium,evening,unknown,16000,13,3.881,True
librispeech_0083,librispeech_0083,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.42,long,night,unknown,16000,18,2.426,True
librispeech_0084,librispeech_0084,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,2.465,short,morning,unknown,16000,8,3.245,True
librispeech_0085,librispeech_0085,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.08,medium,afternoon,unknown,16000,15,2.953,True
librispeech_0086,librispeech_0086,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.16,medium,evening,unknown,16000,11,3.481,True
librispeech_0087,librispeech_0087,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,8.6,long,night,unknown,16000,33,3.837,True
librispeech_0088,librispeech_0088,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.73,medium,morning,unknown,16000,16,3.383,True
librispeech_0089,librispeech_0089,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.325,medium,afternoon,unknown,16000,17,3.192,True
librispeech_0090,librispeech_0090,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.36,medium,evening,unknown,16000,10,2.976,True
librispeech_0091,librispeech_0091,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.02,medium,night,unknown,16000,16,3.187,True
librispeech_0092,librispeech_0092,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,8.45,long,morning,unknown,16000,22,2.604,True
librispeech_0093,librispeech_0093,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,7.38,long,afternoon,unknown,16000,25,3.388,True
librispeech_0094,librispeech_0094,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,2.985,short,evening,unknown,16000,6,2.01,True
librispeech_0095,librispeech_0095,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,9.02,long,night,unknown,16000,33,3.659,True
librispeech_0096,librispeech_0096,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,3.925,medium,morning,unknown,16000,10,2.548,True
librispeech_0097,librispeech_0097,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,8.84,long,afternoon,unknown,16000,26,2.941,True
librispeech_0098,librispeech_0098,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,5.84,medium,evening,unknown,16000,18,3.082,True
librispeech_0099,librispeech_0099,0f6aa7d3274f3f6e808fca36c939363728fe77071a1d0fba5cb8b5d3a91a960f,4.17,medium,night,unknown,16000,13,3.118,True
librispeech_0100,librispeech_0100,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.585,medium,morning,unknown,16000,20,3.037,True
librispeech_0101,librispeech_0101,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.315,medium,afternoon,unknown,16000,11,3.318,True
librispeech_0102,librispeech_0102,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.6,medium,evening,unknown,16000,12,2.609,True
librispeech_0103,librispeech_0103,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.21,medium,night,unknown,16000,18,2.899,True
librispeech_0104,librispeech_0104,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.5,medium,morning,unknown,16000,8,2.286,True
librispeech_0105,librispeech_0105,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.585,long,afternoon,unknown,16000,32,3.339,True
librispeech_0106,librispeech_0106,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.38,medium,evening,unknown,16000,12,2.74,True
librispeech_0107,librispeech_0107,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.255,medium,night,unknown,16000,11,2.585,True
librispeech_0108,librispeech_0108,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.675,short,morning,unknown,16000,8,2.991,True
librispeech_0109,librispeech_0109,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.465,medium,afternoon,unknown,16000,15,3.359,True
librispeech_0110,librispeech_0110,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,1.56,short,evening,unknown,16000,4,2.564,True
librispeech_0111,librispeech_0111,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.895,medium,night,unknown,16000,16,3.269,True
librispeech_0112,librispeech_0112,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.875,long,morning,unknown,16000,20,2.54,True
librispeech_0113,librispeech_0113,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,16.67,long,afternoon,unknown,16000,39,2.34,True
librispeech_0114,librispeech_0114,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.34,long,evening,unknown,16000,23,2.463,True
librispeech_0115,librispeech_0115,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.415,medium,night,unknown,16000,17,2.65,True
librispeech_0116,librispeech_0116,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.34,long,morning,unknown,16000,18,2.452,True
librispeech_0117,librispeech_0117,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,24.03,long,afternoon,unknown,16000,72,2.996,True
librispeech_0118,librispeech_0118,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.71,long,evening,unknown,16000,16,2.075,True
librispeech_0119,librispeech_0119,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,12.94,long,night,unknown,16000,37,2.859,True
librispeech_0120,librispeech_0120,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.665,medium,morning,unknown,16000,18,2.701,True
librispeech_0121,librispeech_0121,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,17.32,long,afternoon,unknown,16000,43,2.483,True
librispeech_0122,librispeech_0122,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.6,long,evening,unknown,16000,20,2.632,True
librispeech_0123,librispeech_0123,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,10.465,long,night,unknown,16000,26,2.484,True
librispeech_0124,librispeech_0124,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,10.23,long,morning,unknown,16000,29,2.835,True
librispeech_0125,librispeech_0125,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,20.47,long,afternoon,unknown,16000,63,3.078,True
librispeech_0126,librispeech_0126,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.35,long,evening,unknown,16000,20,2.721,True
librispeech_0127,librispeech_0127,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,8.51,long,night,unknown,16000,25,2.938,True
librispeech_0128,librispeech_0128,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.59,medium,morning,unknown,16000,13,1.973,True
librispeech_0129,librispeech_0129,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,7.855,long,afternoon,unknown,16000,17,2.164,True
librispeech_0130,librispeech_0130,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.015,medium,evening,unknown,16000,17,2.826,True
librispeech_0131,librispeech_0131,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,15.07,long,night,unknown,16000,46,3.052,True
librispeech_0132,librispeech_0132,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.415,medium,morning,unknown,16000,12,2.718,True
librispeech_0133,librispeech_0133,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,6.995,medium,afternoon,unknown,16000,25,3.574,True
librispeech_0134,librispeech_0134,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.695,short,evening,unknown,16000,7,2.597,True
librispeech_0135,librispeech_0135,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.965,medium,night,unknown,16000,26,4.359,True
librispeech_0136,librispeech_0136,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,9.42,long,morning,unknown,16000,25,2.654,True
librispeech_0137,librispeech_0137,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.795,short,afternoon,unknown,16000,12,4.293,True
librispeech_0138,librispeech_0138,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.1,medium,evening,unknown,16000,9,2.903,True
librispeech_0139,librispeech_0139,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.25,medium,night,unknown,16000,14,3.294,True
librispeech_0140,librispeech_0140,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.875,short,morning,unknown,16000,8,2.783,True
librispeech_0141,librispeech_0141,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.91,short,afternoon,unknown,16000,10,3.436,True
librispeech_0142,librispeech_0142,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.72,medium,evening,unknown,16000,18,3.147,True
librispeech_0143,librispeech_0143,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.025,medium,night,unknown,16000,11,2.733,True
librispeech_0144,librispeech_0144,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.98,medium,morning,unknown,16000,13,2.61,True
librispeech_0145,librispeech_0145,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.92,medium,afternoon,unknown,16000,13,3.316,True
librispeech_0146,librispeech_0146,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.785,short,evening,unknown,16000,7,2.513,True
librispeech_0147,librispeech_0147,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.265,medium,night,unknown,16000,10,3.063,True
librispeech_0148,librispeech_0148,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.01,short,morning,unknown,16000,5,2.488,True
librispeech_0149,librispeech_0149,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.59,medium,afternoon,unknown,16000,19,3.399,True
librispeech_0150,librispeech_0150,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.77,medium,evening,unknown,16000,12,2.516,True
librispeech_0151,librispeech_0151,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.63,medium,night,unknown,16000,12,3.306,True
librispeech_0152,librispeech_0152,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,10.895,long,morning,unknown,16000,31,2.845,True
librispeech_0153,librispeech_0153,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.415,medium,afternoon,unknown,16000,7,2.05,True
librispeech_0154,librispeech_0154,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,4.31,medium,evening,unknown,16000,15,3.48,True
librispeech_0155,librispeech_0155,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.81,medium,night,unknown,16000,8,2.1,True
librispeech_0156,librispeech_0156,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,5.525,medium,morning,unknown,16000,11,1.991,True
librispeech_0157,librispeech_0157,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.875,short,afternoon,unknown,16000,10,3.478,True
librispeech_0158,librispeech_0158,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.875,short,evening,unknown,16000,3,1.043,True
librispeech_0159,librispeech_0159,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,2.705,short,night,unknown,16000,3,1.109,True
librispeech_0160,librispeech_0160,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.73,medium,morning,unknown,16000,12,3.217,True
librispeech_0161,librispeech_0161,6c4eda5dff9a56a65f4c2a12ba138db978851a06e43af334a9c220e8722896d9,3.85,medium,afternoon,unknown,16000,15,3.896,True
